"country","soe","total_arrivals","arrivals_male","arrivals_female","country_longitude","country_latitude","soe_latitude","soe_longitude"
"CYP","Perak",2,2,0,33,35,4.713235,100.998192
"CYP","Perlis",3,2,1,33,35,6.528438,100.24337
"CYP","Pulau Pinang",63,40,23,33,35,5.419481,100.381885
"CYP","Sabah",23,12,11,33,35,5.321874,115.214806
"CYP","Sarawak",24,7,17,33,35,2.495247,110.536555
"CYP","Selangor",1893,1223,670,33,35,3.421418,101.5183
"CZE","Johor",3289,1859,1430,15.5,49.75,1.922581,103.4114
"CZE","Kedah",3539,1748,1791,15.5,49.75,5.954218,100.714327
"CZE","Kelantan",51,35,16,15.5,49.75,5.060771,102.0594
"CZE","Melaka",2,2,0,15.5,49.75,2.306839,102.3566
"CZE","Negeri Sembilan",1,1,0,15.5,49.75,2.826793,102.249487
"CZE","Perak",19,10,9,15.5,49.75,4.713235,100.998192
"CZE","Perlis",238,146,92,15.5,49.75,6.528438,100.24337
"CZE","Pulau Pinang",807,445,362,15.5,49.75,5.419481,100.381885
"CZE","Sabah",379,215,164,15.5,49.75,5.321874,115.214806
"CZE","Sarawak",403,237,166,15.5,49.75,2.495247,110.536555
"CZE","Selangor",16766,9740,7026,15.5,49.75,3.421418,101.5183
"CZE","W.P. Labuan",69,34,35,15.5,49.75,5.299798,112.414806
"DEU","Johor",61156,38083,23073,9,51,1.922581,103.4114
"DEU","Kedah",24927,12859,12068,9,51,5.954218,100.714327
"DEU","Kelantan",404,282,122,9,51,5.060771,102.0594
"DEU","Melaka",92,56,36,9,51,2.306839,102.3566
"DEU","Negeri Sembilan",26,15,11,9,51,2.826793,102.249487
"DEU","Pahang",201,127,74,9,51,4.076981,102.549911
"DEU","Perak",823,552,271,9,51,4.713235,100.998192
"DEU","Perlis",3567,2150,1417,9,51,6.528438,100.24337
"DEU","Pulau Pinang",18665,12957,5708,9,51,5.419481,100.381885
"DEU","Sabah",3571,2102,1469,9,51,5.321874,115.214806
"DEU","Sarawak",5876,3503,2373,9,51,2.495247,110.536555
"DEU","Selangor",219859,131983,87876,9,51,3.421418,101.5183
"DEU","Terengganu",2,2,0,9,51,5.170658,103.049157
"DEU","W.P. Labuan",239,156,83,9,51,5.299798,112.414806
"DJI","Johor",8,6,2,43,11.5,1.922581,103.4114
"DJI","Kedah",2,1,1,43,11.5,5.954218,100.714327
"DJI","Selangor",428,242,186,43,11.5,3.421418,101.5183
"DMA","Johor",168,137,31,-61.3333,15.4167,1.922581,103.4114
"DMA","Kedah",16,10,6,-61.3333,15.4167,5.954218,100.714327
"DMA","Perak",1,1,0,-61.3333,15.4167,4.713235,100.998192
"DMA","Pulau Pinang",31,26,5,-61.3333,15.4167,5.419481,100.381885
"DMA","Sabah",9,6,3,-61.3333,15.4167,5.321874,115.214806
"DMA","Sarawak",17,9,8,-61.3333,15.4167,2.495247,110.536555
"DMA","Selangor",1123,864,259,-61.3333,15.4167,3.421418,101.5183
"DMA","W.P. Labuan",1,1,0,-61.3333,15.4167,5.299798,112.414806
"DNK","Johor",7999,5540,2459,10,56,1.922581,103.4114
"DNK","Kedah",4312,2079,2233,10,56,5.954218,100.714327
"DNK","Kelantan",44,33,11,10,56,5.060771,102.0594
"DNK","Melaka",12,9,3,10,56,2.306839,102.3566
"DNK","Negeri Sembilan",7,5,2,10,56,2.826793,102.249487
"DNK","Pahang",61,25,36,10,56,4.076981,102.549911
"DNK","Perak",104,63,41,10,56,4.713235,100.998192
"DNK","Perlis",349,230,119,10,56,6.528438,100.24337
"DNK","Pulau Pinang",1994,1271,723,10,56,5.419481,100.381885
"DNK","Sabah",942,520,422,10,56,5.321874,115.214806
"DNK","Sarawak",540,307,233,10,56,2.495247,110.536555
"DNK","Selangor",31234,18503,12731,10,56,3.421418,101.5183
"DNK","Terengganu",19,4,15,10,56,5.170658,103.049157
"DNK","W.P. Labuan",24,10,14,10,56,5.299798,112.414806
"DOM","Johor",63,22,41,-70.6667,19,1.922581,103.4114
"DOM","Kedah",4,1,3,-70.6667,19,5.954218,100.714327
"DOM","Perak",1,0,1,-70.6667,19,4.713235,100.998192
"DOM","Perlis",3,2,1,-70.6667,19,6.528438,100.24337
"DOM","Pulau Pinang",26,9,17,-70.6667,19,5.419481,100.381885
"DOM","Sabah",10,4,6,-70.6667,19,5.321874,115.214806
"DOM","Sarawak",3,1,2,-70.6667,19,2.495247,110.536555
"DOM","Selangor",602,328,274,-70.6667,19,3.421418,101.5183
"DZA","Johor",927,678,249,3,28,1.922581,103.4114
"DZA","Kedah",158,117,41,3,28,5.954218,100.714327
"DZA","Kelantan",12,12,0,3,28,5.060771,102.0594
"DZA","Melaka",1,1,0,3,28,2.306839,102.3566
"DZA","Perak",3,2,1,3,28,4.713235,100.998192
"DZA","Perlis",31,21,10,3,28,6.528438,100.24337
"DZA","Pulau Pinang",69,49,20,3,28,5.419481,100.381885
"DZA","Sabah",42,28,14,3,28,5.321874,115.214806
"DZA","Sarawak",93,77,16,3,28,2.495247,110.536555
"DZA","Selangor",20994,13068,7926,3,28,3.421418,101.5183
"DZA","W.P. Labuan",2,2,0,3,28,5.299798,112.414806
"ECU","Johor",330,169,161,-77.5,-2,1.922581,103.4114
"ECU","Kedah",37,11,26,-77.5,-2,5.954218,100.714327
"ECU","Perak",2,1,1,-77.5,-2,4.713235,100.998192
"ECU","Perlis",5,1,4,-77.5,-2,6.528438,100.24337
"ECU","Pulau Pinang",51,18,33,-77.5,-2,5.419481,100.381885
"ECU","Sabah",13,6,7,-77.5,-2,5.321874,115.214806
"ECU","Sarawak",20,7,13,-77.5,-2,2.495247,110.536555
"ECU","Selangor",1860,932,928,-77.5,-2,3.421418,101.5183
"EGY","Johor",5765,4686,1079,30,27,1.922581,103.4114
"EGY","Kedah",287,175,112,30,27,5.954218,100.714327
"EGY","Kelantan",41,30,11,30,27,5.060771,102.0594
"EGY","Melaka",8,7,1,30,27,2.306839,102.3566
"EGY","Pahang",2,2,0,30,27,4.076981,102.549911
"EGY","Perak",9,6,3,30,27,4.713235,100.998192
"EGY","Perlis",28,22,6,30,27,6.528438,100.24337
"EGY","Pulau Pinang",328,247,81,30,27,5.419481,100.381885
"EGY","Sabah",121,93,28,30,27,5.321874,115.214806
"EGY","Sarawak",2840,1914,926,30,27,2.495247,110.536555
"EGY","Selangor",51909,34753,17156,30,27,3.421418,101.5183
"EGY","Terengganu",2,2,0,30,27,5.170658,103.049157
"EGY","W.P. Labuan",13,12,1,30,27,5.299798,112.414806
"ERI","Johor",11,5,6,39,15,1.922581,103.4114
"ERI","Pulau Pinang",2,1,1,39,15,5.419481,100.381885
"ERI","Sabah",2,1,1,39,15,5.321874,115.214806
"ERI","Selangor",523,298,225,39,15,3.421418,101.5183
"ESP","Johor",14306,8469,5837,-4,40,1.922581,103.4114
"ESP","Kedah",4698,2372,2326,-4,40,5.954218,100.714327
"ESP","Kelantan",152,92,60,-4,40,5.060771,102.0594
"ESP","Melaka",15,10,5,-4,40,2.306839,102.3566
"ESP","Negeri Sembilan",10,7,3,-4,40,2.826793,102.249487
"ESP","Pahang",23,17,6,-4,40,4.076981,102.549911
"ESP","Perak",156,85,71,-4,40,4.713235,100.998192
"ESP","Perlis",577,350,227,-4,40,6.528438,100.24337
"ESP","Pulau Pinang",3195,1775,1420,-4,40,5.419481,100.381885
"ESP","Sabah",1078,607,471,-4,40,5.321874,115.214806
"ESP","Sarawak",1434,860,574,-4,40,2.495247,110.536555
"ESP","Selangor",79974,44908,35066,-4,40,3.421418,101.5183
"ESP","W.P. Labuan",83,48,35,-4,40,5.299798,112.414806
"EST","Johor",976,521,455,26,59,1.922581,103.4114
"EST","Kedah",1122,551,571,26,59,5.954218,100.714327
"EST","Kelantan",15,6,9,26,59,5.060771,102.0594
"EST","Pahang",1,1,0,26,59,4.076981,102.549911
"EST","Perak",6,4,2,26,59,4.713235,100.998192
"EST","Perlis",55,31,24,26,59,6.528438,100.24337
"EST","Pulau Pinang",246,127,119,26,59,5.419481,100.381885
"EST","Sabah",100,50,50,26,59,5.321874,115.214806
"EST","Sarawak",107,53,54,26,59,2.495247,110.536555
"EST","Selangor",5612,2914,2698,26,59,3.421418,101.5183
"EST","W.P. Labuan",15,4,11,26,59,5.299798,112.414806
"ETH","Johor",76,55,21,38,8,1.922581,103.4114
"ETH","Kedah",1,0,1,38,8,5.954218,100.714327
"ETH","Pulau Pinang",15,9,6,38,8,5.419481,100.381885
"ETH","Sabah",1,0,1,38,8,5.321874,115.214806
"ETH","Sarawak",10,4,6,38,8,2.495247,110.536555
"ETH","Selangor",1098,702,396,38,8,3.421418,101.5183
"FIN","Johor",5462,3246,2216,26,64,1.922581,103.4114
"FIN","Kedah",3262,1539,1723,26,64,5.954218,100.714327
"FIN","Kelantan",29,15,14,26,64,5.060771,102.0594
"FIN","Melaka",5,4,1,26,64,2.306839,102.3566
"FIN","Negeri Sembilan",3,3,0,26,64,2.826793,102.249487
"FIN","Pahang",4,2,2,26,64,4.076981,102.549911
"FIN","Perak",87,52,35,26,64,4.713235,100.998192
"FIN","Perlis",215,154,61,26,64,6.528438,100.24337
"FIN","Pulau Pinang",1412,861,551,26,64,5.419481,100.381885
"FIN","Sabah",394,212,182,26,64,5.321874,115.214806
"FIN","Sarawak",305,159,146,26,64,2.495247,110.536555
"FIN","Selangor",16813,9572,7241,26,64,3.421418,101.5183
"FIN","W.P. Labuan",23,16,7,26,64,5.299798,112.414806
"FJI","Johor",1910,941,969,175,-18,1.922581,103.4114
"FJI","Kedah",38,19,19,175,-18,5.954218,100.714327
"FJI","Kelantan",1,1,0,175,-18,5.060771,102.0594
"FJI","Perak",7,6,1,175,-18,4.713235,100.998192
"FJI","Perlis",11,3,8,175,-18,6.528438,100.24337
"FJI","Pulau Pinang",83,43,40,175,-18,5.419481,100.381885
"FJI","Sabah",21,12,9,175,-18,5.321874,115.214806
"FJI","Sarawak",39,24,15,175,-18,2.495247,110.536555
"FJI","Selangor",3259,1711,1548,175,-18,3.421418,101.5183
"FJI","Terengganu",1,1,0,175,-18,5.170658,103.049157
"FJI","W.P. Labuan",1,1,0,175,-18,5.299798,112.414806
"FRA","Johor",58324,35293,23031,2,46,1.922581,103.4114
"FRA","Kedah",17987,9672,8315,2,46,5.954218,100.714327
"FRA","Kelantan",666,427,239,2,46,5.060771,102.0594
"FRA","Melaka",99,57,42,2,46,2.306839,102.3566
"FRA","Negeri Sembilan",49,25,24,2,46,2.826793,102.249487
"FRA","Pahang",462,249,213,2,46,4.076981,102.549911
"FRA","Perak",786,508,278,2,46,4.713235,100.998192
"FRA","Perlis",2431,1558,873,2,46,6.528438,100.24337
"FRA","Pulau Pinang",11040,6885,4155,2,46,5.419481,100.381885
"FRA","Sabah",3271,1928,1343,2,46,5.321874,115.214806
"FRA","Sarawak",3175,1977,1198,2,46,2.495247,110.536555
"FRA","Selangor",237576,138802,98774,2,46,3.421418,101.5183
"FRA","Terengganu",8,6,2,2,46,5.170658,103.049157
"FRA","W.P. Labuan",102,74,28,2,46,5.299798,112.414806
"FSM","Johor",3,1,2,158.25,6.9167,1.922581,103.4114
"FSM","Pulau Pinang",1,0,1,158.25,6.9167,5.419481,100.381885
"FSM","Selangor",25,14,11,158.25,6.9167,3.421418,101.5183
"GAB","Johor",50,25,25,11.75,-1,1.922581,103.4114
"GAB","Pulau Pinang",1,1,0,11.75,-1,5.419481,100.381885
"GAB","Sabah",1,0,1,11.75,-1,5.321874,115.214806
"GAB","Sarawak",1,0,1,11.75,-1,2.495247,110.536555
"GAB","Selangor",234,146,88,11.75,-1,3.421418,101.5183
"GBR","Johor",130122,83127,46995,-2,54,1.922581,103.4114
"GBR","Kedah",41796,22150,19646,-2,54,5.954218,100.714327
"GBR","Kelantan",497,363,134,-2,54,5.060771,102.0594
"GBR","Melaka",82,53,29,-2,54,2.306839,102.3566
"GBR","Negeri Sembilan",20,18,2,-2,54,2.826793,102.249487
"GBR","Pahang",455,321,134,-2,54,4.076981,102.549911
"GBR","Perak",2700,1582,1118,-2,54,4.713235,100.998192
"GBR","Perlis",4980,3149,1831,-2,54,6.528438,100.24337
"GBR","Pulau Pinang",48778,27907,20871,-2,54,5.419481,100.381885
"GBR","Sabah",13454,7305,6149,-2,54,5.321874,115.214806
"GBR","Sarawak",30460,18784,11676,-2,54,2.495247,110.536555
"GBR","Selangor",505677,304904,200773,-2,54,3.421418,101.5183
"GBR","Terengganu",12,12,0,-2,54,5.170658,103.049157
"GBR","W.P. Labuan",1186,832,354,-2,54,5.299798,112.414806
"GEO","Johor",238,169,69,43.5,42,1.922581,103.4114
"GEO","Kedah",65,35,30,43.5,42,5.954218,100.714327
"GEO","Kelantan",1,1,0,43.5,42,5.060771,102.0594
"GEO","Melaka",1,1,0,43.5,42,2.306839,102.3566
"GEO","Perak",1,0,1,43.5,42,4.713235,100.998192
"GEO","Perlis",16,11,5,43.5,42,6.528438,100.24337
"GEO","Pulau Pinang",38,20,18,43.5,42,5.419481,100.381885
"GEO","Sabah",12,6,6,43.5,42,5.321874,115.214806
"GEO","Sarawak",7,1,6,43.5,42,2.495247,110.536555
"GEO","Selangor",1557,983,574,43.5,42,3.421418,101.5183
"GHA","Johor",219,162,57,-2,8,1.922581,103.4114
"GHA","Kedah",17,11,6,-2,8,5.954218,100.714327
"GHA","Kelantan",2,2,0,-2,8,5.060771,102.0594
"GHA","Perak",1,1,0,-2,8,4.713235,100.998192
"GHA","Perlis",2,1,1,-2,8,6.528438,100.24337
"GHA","Pulau Pinang",78,43,35,-2,8,5.419481,100.381885
"GHA","Sabah",9,5,4,-2,8,5.321874,115.214806
"GHA","Sarawak",15,10,5,-2,8,2.495247,110.536555
"GHA","Selangor",2239,1528,711,-2,8,3.421418,101.5183
"GIB","Johor",1,0,1,-5.3667,36.1833,1.922581,103.4114
"GIB","Sarawak",1,0,1,-5.3667,36.1833,2.495247,110.536555
"GIN","Johor",149,114,35,-10,11,1.922581,103.4114
"GIN","Kedah",13,12,1,-10,11,5.954218,100.714327
"GIN","Kelantan",8,8,0,-10,11,5.060771,102.0594
"GIN","Perlis",9,5,4,-10,11,6.528438,100.24337
"GIN","Pulau Pinang",4,3,1,-10,11,5.419481,100.381885
"GIN","Sabah",3,2,1,-10,11,5.321874,115.214806
"GIN","Sarawak",5,4,1,-10,11,2.495247,110.536555
"GIN","Selangor",1557,1131,426,-10,11,3.421418,101.5183
"GLP","Selangor",1,1,0,-61.5833,16.25,3.421418,101.5183
"GMB","Johor",78,54,24,-16.5667,13.4667,1.922581,103.4114
"GMB","Kedah",1,0,1,-16.5667,13.4667,5.954218,100.714327
"GMB","Kelantan",2,2,0,-16.5667,13.4667,5.060771,102.0594
"GMB","Pulau Pinang",5,4,1,-16.5667,13.4667,5.419481,100.381885
"GMB","Sabah",6,6,0,-16.5667,13.4667,5.321874,115.214806
"GMB","Sarawak",3,3,0,-16.5667,13.4667,2.495247,110.536555
"GMB","Selangor",749,544,205,-16.5667,13.4667,3.421418,101.5183
"GNB","Johor",9,9,0,-15,12,1.922581,103.4114
"GNB","Selangor",17,14,3,-15,12,3.421418,101.5183
"GNQ","Johor",4,4,0,10,2,1.922581,103.4114
"GNQ","Selangor",58,31,27,10,2,3.421418,101.5183
"GRC","Johor",1523,1148,375,22,39,1.922581,103.4114
"GRC","Kedah",425,249,176,22,39,5.954218,100.714327
"GRC","Kelantan",10,7,3,22,39,5.060771,102.0594
"GRC","Melaka",4,3,1,22,39,2.306839,102.3566
"GRC","Negeri Sembilan",5,5,0,22,39,2.826793,102.249487
"GRC","Pahang",11,11,0,22,39,4.076981,102.549911
"GRC","Perak",17,11,6,22,39,4.713235,100.998192
"GRC","Perlis",63,44,19,22,39,6.528438,100.24337
"GRC","Pulau Pinang",249,168,81,22,39,5.419481,100.381885
"GRC","Sabah",91,61,30,22,39,5.321874,115.214806
"GRC","Sarawak",150,85,65,22,39,2.495247,110.536555
"GRC","Selangor",6957,4854,2103,22,39,3.421418,101.5183
"GRC","W.P. Labuan",2,2,0,22,39,5.299798,112.414806
"GRD","Johor",193,114,79,-61.6667,12.1167,1.922581,103.4114
"GRD","Kedah",17,8,9,-61.6667,12.1167,5.954218,100.714327
"GRD","Pulau Pinang",15,12,3,-61.6667,12.1167,5.419481,100.381885
"GRD","Sabah",7,4,3,-61.6667,12.1167,5.321874,115.214806
"GRD","Sarawak",4,3,1,-61.6667,12.1167,2.495247,110.536555
"GRD","Selangor",289,220,69,-61.6667,12.1167,3.421418,101.5183
"GRL","Johor",2,1,1,-40,72,1.922581,103.4114
"GRL","Selangor",2,1,1,-40,72,3.421418,101.5183
"GTM","Johor",80,46,34,-90.25,15.5,1.922581,103.4114
"GTM","Kedah",12,7,5,-90.25,15.5,5.954218,100.714327
"GTM","Pahang",1,0,1,-90.25,15.5,4.076981,102.549911
"GTM","Perak",2,1,1,-90.25,15.5,4.713235,100.998192
"GTM","Pulau Pinang",28,18,10,-90.25,15.5,5.419481,100.381885
"GTM","Sabah",5,2,3,-90.25,15.5,5.321874,115.214806
"GTM","Sarawak",1,0,1,-90.25,15.5,2.495247,110.536555
"GTM","Selangor",697,388,309,-90.25,15.5,3.421418,101.5183
"GTM","W.P. Labuan",1,0,1,-90.25,15.5,5.299798,112.414806
"GUY","Johor",29,18,11,-59,5,1.922581,103.4114
"GUY","Kedah",1,0,1,-59,5,5.954218,100.714327
"GUY","Pulau Pinang",6,1,5,-59,5,5.419481,100.381885
"GUY","Sabah",1,1,0,-59,5,5.321874,115.214806
"GUY","Sarawak",1,0,1,-59,5,2.495247,110.536555
"GUY","Selangor",159,97,62,-59,5,3.421418,101.5183
"HKG","Johor",142,77,65,114.1667,22.25,1.922581,103.4114
"HKG","Kedah",70,32,38,114.1667,22.25,5.954218,100.714327
"HKG","Kelantan",1,1,0,114.1667,22.25,5.060771,102.0594
"HKG","Pahang",46,25,21,114.1667,22.25,4.076981,102.549911
"HKG","Perak",1091,497,594,114.1667,22.25,4.713235,100.998192
"HKG","Perlis",54,35,19,114.1667,22.25,6.528438,100.24337
"HKG","Pulau Pinang",548,298,250,114.1667,22.25,5.419481,100.381885
"HKG","Sabah",20725,9108,11617,114.1667,22.25,5.321874,115.214806
"HKG","Sarawak",434,314,120,114.1667,22.25,2.495247,110.536555
"HKG","Selangor",4526,2370,2156,114.1667,22.25,3.421418,101.5183
"HKG","Terengganu",1,1,0,114.1667,22.25,5.170658,103.049157
"HKG","W.P. Labuan",2,2,0,114.1667,22.25,5.299798,112.414806
"HMD","Johor",1,0,1,72.5167,-53.1,1.922581,103.4114
"HND","Johor",129,78,51,-86.5,15,1.922581,103.4114
"HND","Kedah",12,8,4,-86.5,15,5.954218,100.714327
"HND","Perak",2,1,1,-86.5,15,4.713235,100.998192
"HND","Pulau Pinang",15,7,8,-86.5,15,5.419481,100.381885
"HND","Sabah",6,2,4,-86.5,15,5.321874,115.214806
"HND","Sarawak",3,1,2,-86.5,15,2.495247,110.536555
"HND","Selangor",448,274,174,-86.5,15,3.421418,101.5183
"HRV","Johor",1071,828,243,15.5,45.1667,1.922581,103.4114
"HRV","Kedah",177,93,84,15.5,45.1667,5.954218,100.714327
"HRV","Kelantan",9,9,0,15.5,45.1667,5.060771,102.0594
"HRV","Melaka",1,1,0,15.5,45.1667,2.306839,102.3566
"HRV","Pahang",15,14,1,15.5,45.1667,4.076981,102.549911
"HRV","Perak",4,2,2,15.5,45.1667,4.713235,100.998192
"HRV","Perlis",12,8,4,15.5,45.1667,6.528438,100.24337
"HRV","Pulau Pinang",149,100,49,15.5,45.1667,5.419481,100.381885
"HRV","Sabah",67,51,16,15.5,45.1667,5.321874,115.214806
"HRV","Sarawak",67,55,12,15.5,45.1667,2.495247,110.536555
"HRV","Selangor",5639,3754,1885,15.5,45.1667,3.421418,101.5183
"HTI","Johor",36,27,9,-72.4167,19,1.922581,103.4114
"HTI","Kedah",1,0,1,-72.4167,19,5.954218,100.714327
"HTI","Kelantan",1,1,0,-72.4167,19,5.060771,102.0594
"HTI","Perak",1,1,0,-72.4167,19,4.713235,100.998192
"HTI","Pulau Pinang",1,0,1,-72.4167,19,5.419481,100.381885
"HTI","Sabah",3,3,0,-72.4167,19,5.321874,115.214806
"HTI","Selangor",197,135,62,-72.4167,19,3.421418,101.5183
"HUN","Johor",2604,1640,964,20,47,1.922581,103.4114
"HUN","Kedah",1702,851,851,20,47,5.954218,100.714327
"HUN","Kelantan",18,13,5,20,47,5.060771,102.0594
"HUN","Pahang",4,3,1,20,47,4.076981,102.549911
"HUN","Perak",32,21,11,20,47,4.713235,100.998192
"HUN","Perlis",110,63,47,20,47,6.528438,100.24337
"HUN","Pulau Pinang",789,455,334,20,47,5.419481,100.381885
"HUN","Sabah",303,163,140,20,47,5.321874,115.214806
"HUN","Sarawak",312,168,144,20,47,2.495247,110.536555
"HUN","Selangor",15709,8391,7318,20,47,3.421418,101.5183
"HUN","W.P. Labuan",3,1,2,20,47,5.299798,112.414806
"IDN","Johor",2794139,1383453,1410686,120,-5,1.922581,103.4114
"IDN","Kedah",119579,44820,74759,120,-5,5.954218,100.714327
"IDN","Kelantan",4077,2448,1629,120,-5,5.060771,102.0594
"IDN","Melaka",138482,61928,76554,120,-5,2.306839,102.3566
"IDN","Negeri Sembilan",179961,116728,63233,120,-5,2.826793,102.249487
"IDN","Pahang",553,356,197,120,-5,4.076981,102.549911
"IDN","Perak",5416,1857,3559,120,-5,4.713235,100.998192
"IDN","Perlis",14546,5702,8844,120,-5,6.528438,100.24337
"IDN","Pulau Pinang",919836,361849,557987,120,-5,5.419481,100.381885
"IDN","Sabah",134789,66180,68609,120,-5,5.321874,115.214806
"IDN","Sarawak",1047619,565471,482148,120,-5,2.495247,110.536555
"IDN","Selangor",3117177,1479915,1637262,120,-5,3.421418,101.5183
"IDN","Terengganu",26,25,1,120,-5,5.170658,103.049157
"IDN","W.P. Labuan",1656,963,693,120,-5,5.299798,112.414806
"IND","Johor",660897,442150,218747,77,20,1.922581,103.4114
"IND","Kedah",32095,18129,13966,77,20,5.954218,100.714327
"IND","Kelantan",172,144,28,77,20,5.060771,102.0594
"IND","Melaka",103,88,15,77,20,2.306839,102.3566
"IND","Negeri Sembilan",20,20,0,77,20,2.826793,102.249487
"IND","Pahang",266,209,57,77,20,4.076981,102.549911
"IND","Perak",9482,7285,2197,77,20,4.713235,100.998192
"IND","Perlis",1588,1286,302,77,20,6.528438,100.24337
"IND","Pulau Pinang",35035,23767,11268,77,20,5.419481,100.381885
"IND","Sabah",5292,3581,1711,77,20,5.321874,115.214806
"IND","Sarawak",37916,30113,7803,77,20,2.495247,110.536555
"IND","Selangor",1560590,1078643,481947,77,20,3.421418,101.5183
"IND","Terengganu",8,6,2,77,20,5.170658,103.049157
"IND","W.P. Labuan",1622,1311,311,77,20,5.299798,112.414806
"IOT","Pulau Pinang",3,1,2,71.5,-6,5.419481,100.381885
"IOT","Selangor",7,2,5,71.5,-6,3.421418,101.5183
"IRL","Johor",7686,4950,2736,-8,53,1.922581,103.4114
"IRL","Kedah",2354,1255,1099,-8,53,5.954218,100.714327
"IRL","Kelantan",31,24,7,-8,53,5.060771,102.0594
"IRL","Negeri Sembilan",1,0,1,-8,53,2.826793,102.249487
"IRL","Pahang",18,8,10,-8,53,4.076981,102.549911
"IRL","Perak",207,120,87,-8,53,4.713235,100.998192
"IRL","Perlis",440,282,158,-8,53,6.528438,100.24337
"IRL","Pulau Pinang",3074,1902,1172,-8,53,5.419481,100.381885
"IRL","Sabah",591,324,267,-8,53,5.321874,115.214806
"IRL","Sarawak",913,487,426,-8,53,2.495247,110.536555
"IRL","Selangor",36352,21609,14743,-8,53,3.421418,101.5183
"IRL","Terengganu",2,2,0,-8,53,5.170658,103.049157
